廠商代號,廠商名稱,廠址,電話,傳真,登錄日期,登錄範圍,證書有效期限,版本
5XCY001,台灣玻璃工業股份有限公司台中廠,台中市台中港關連工業區自強路377號,04-26390333ex321,04-26390332,084/02/10,"下列項目之生產：＊有色吸熱平板玻璃＊強化玻璃＊浮式平板玻璃＊膠合玻璃＊熱處理增強玻璃＊磨邊玻璃＊日射熱反射玻璃",105/11/09,10
5XCY004,台灣汽車玻璃股份有限公司台中廠,台中市梧棲區草湳里自立三街222之1號,04-26390333#354,04-26390332,084/08/08,"下列項目之生產：＊汽車用強化安全玻璃＊汽車用膠合安全玻璃",105/10/21,8
5XCY006,台灣玻璃工業股份有限公司鹿港平板廠,50544彰化縣鹿港鎮鹿工路11號,04-7810333,04-7810332,097/12/12,"下列項目之生產、銷售：＊浮式平板玻璃",106/12/08,3
5XCY007,台灣玻璃工業股份有限公司彰濱廠,彰化縣鹿港鎮鹿工路52號,04-7812333#7331,04-7812339,101/06/06,"下列項目之生產：＊熱處理增強玻璃＊漆板玻璃＊網印玻璃＊強化玻璃＊雙層玻璃＊磨邊玻璃＊膠合玻璃＊日射熱反射玻璃＊低輻射玻璃＊鏡板玻璃",107/06/05,1
5XDY009,和桐水泥股份有限公司彰化廠,彰化縣和美鎮湖內里工東三路2號,04-7990303,04-7992821,088/10/14,"下列項目之生產：＊高爐水泥＊卜特蘭水泥＊水淬高爐瀘渣粉",106/12/08,13
5XEY001,台塑生醫科技股份有限公司(彰化廠),彰化市中山路3段359號,04-7236101ex330,04-7259243,083/04/13,"下列項目之生產：＊家用清潔劑＊人體用清潔劑＊工業用清潔劑＊衣用清潔劑＊界面活性劑",107/06/16,11
5XEY008,興農股份有限公司王田廠,台中市大肚區中和里南榮路101號,04-6933841#1286,04-6933711,085/11/04,"下列項目之設計、製造：＊農藥原體＊成品農藥＊肥料",107/02/19,10
5XEY010,台灣琦麗樹脂化工股份有限公司大甲廠,台中市大甲區長安路安利巷80號,04-26818515,04-26818514,086/07/09,"下列項目之生產：＊聚胺酯運動場所用舖設材料＊建築填縫用聚胺酯＊建築灌注補修用環氧樹脂＊建築防水用聚胺酯＊水性水泥漆＊室內地板舖設用聚胺酯＊壓克力樹脂運動場所用舖設材料＊環氧樹脂漆",107/09/01,12
5XEY014,時慶實業股份有限公司台中工業區廠,台中市西屯區工業區三十三路14號1樓,04-23502588,04-23502289,092/07/14,"下列項目之生產：＊PU 樹脂(建築防水用聚胺酯.聚胺酯運動場所用鋪設材料、建築填縫用聚胺酯、室內地板鋪設用聚胺酯)＊環氧樹脂漆＊壓克力樹脂",107/09/22,6
5XEY015,台灣中油股份有限公司天然氣事業部台中液化天然氣廠,台中市梧棲區草湳里南堤路2段88號,04-26380739#630,04-26308456,098/03/26,"下列項目之生產：＊天然氣",107/03/25,2
5XEY016,台灣肥料股份有限公司台中廠,台中市梧棲區草湳里南堤路二段100號,04-25218588*132,04-26302358,103/08/19,"下列項目之生產：＊複合肥料＊硝酸",106/08/18,0
5XFY002,久大化工廠股份有限公司,台中市大甲區中山路1段1158巷5之6號,04-6877711,04-6878986,086/12/22,"下列項目之生產：＊水性水泥漆(第二種)＊水性水泥漆(第一種)",107/09/22,8
5XWY002,正新橡膠工業股份有限公司(總廠),彰化縣大村鄉黃厝村美港路215號,04-28525151,04-28526468,082/12/24,"下列項目之設計、開發、生產：＊自行車、機車及汽車用內胎＊工業車輛用外胎＊膠料混練及簾紗、鋼絲上膠工程＊農耕機械用外胎＊卡車及大客車用徑向層輪胎＊輕,小型卡車,卡/客車及轎車用外胎＊自行車及機車用外胎＊越野及泥雪地用特殊花紋外胎◎正新橡膠工業股份有限公司-三廠(彰化縣大村鄉村上村中山路2段146號)◎正新橡膠工業股份有限公司-中庄廠(彰化縣花壇鄉中庄村中山路1段38號)◎正新橡膠工業股份有限公司-溪州廠(彰化縣溪洲鄉中山路2段602號)◎正新橡膠工業股份有限公司-斗六廠(二廠)(雲林縣斗六市科加二路1號 )◎正新橡膠工業股份有限公司-斗六廠(一廠)(雲林縣斗六市科加二路8號 )",106/12/27,10
5XWY010,鑫永銓股份有限公司,南投縣南投市南崗三路294號,049-2263888*531,049-256785,084/12/18,"下列項目之生產、服務：＊輕便型輸送機用橡膠帶＊耐燃性輸送用橡膠帶＊輸送用橡膠帶◎第一廠(南投縣南投市南崗工業區南崗三路294-2號)◎第三廠(南投縣南投市南崗工業區南崗三路292號)",105/11/03,13
5XWY020,大象工業股份有限公司,台中市沙鹿區斗潭路82號,04-26352277,04-26352279,087/09/10,"下列項目之生產：＊動力傳動用三角橡膠帶",105/11/09,7
6A0Y008,偉志股份有限公司仁德廠,台南市仁德區一甲里忠義路228號,06-2701121,06-2791021,086/04/09,"下列項目之設計、生產：＊貯備型電開水器＊飲水供應機＊貯備型電熱水器＊純水機＊開飲機",107/06/05,9
6A0Y009,宏昕電機股份有限公司,台南市永康區南興路105號,02-2716111,02-2716535,086/03/04,"下列項目之生產：＊電暖器下列項目之設計、生產：＊電扇＊空氣清淨機＊過濾網組",107/05/04,8
6A0Y010,鴻茂工業股份有限公司,雲林縣斗南鎮信義路25巷5號,05-5960871,05-5972665,086/07/09,"下列項目之生產：＊家庭用絕緣式電熱水器(瞬熱型)＊不?鋼水槽＊貯備型電開水器＊電解水生成器＊即熱型燃氣熱水器下列項目之設計、生產：＊貯備型電熱水器＊太陽能熱水器",107/06/01,9
6A0Y017,肯力耐電機股份有限公司,台南市新化區?拔里牧場1之23號,06-2043885,06-2043875,090/02/08,"下列項目之設計、生產：＊窗型冷氣機＊箱型式送風機＊分離式冷氣機＊直膨式送風機＊冰水式送風機下列項目之生產：＊電冰箱＊除濕機",105/11/13,6
6A3Y001,大亞電線電纜股份有限公司,台南市關廟區中山路2段249號,06-5953131#350,06-5958190,082/11/24,"下列項目之設計、開發、生產、服務：＊EPR電纜＊電力用及器具用電線電纜(電壓1KV至345KV)＊耐熱電線及電纜＊耐燃電線及電纜＊低煙無毒(LSFH)電線及電纜＊天然橡膠電纜下列項目之生產：＊精煉銅線橫斷面直徑6mm至8mm者＊精煉銅線橫斷面直徑不超過6mm者＊電力用及器具用電線電纜(電壓80-1000V者)＊鍍錫銅線＊三層絕緣線＊銅製絞股線＊漆包銅線＊聚乙烯(交連聚乙烯)絕緣聚氯乙烯(聚乙烯)被覆耐火電纜下列項目之設計、開發、生產：＊通信用電線電纜＊光纖光纜",107/01/31,16
6A3Y002,正規電線電纜工業股份有限公司,台南市新市區國際路16號,06-5995221#6,06-5995229,083/08/12,"下列項目之設計、開發、生產：＊聚氯乙烯花線(80V至1000V)＊電源線組(300V及以下)＊橡膠花線(80V至1000V)＊聚氯乙烯絕緣電力電纜(600V級)＊聚氯乙烯絕緣電線",107/09/22,8
6A3Y007,大順電線電纜股份有限公司,台南市仁德區仁義里義林路147號,06-2792016,06-2705766,085/07/02,"下列項目之生產：＊電源線及線組(300V以下)＊電子用線＊聚氯乙烯絕緣花線＊電力用及器具用電線電纜(1000V以下)＊600V聚氯乙烯絕緣及被覆輕便電纜＊電力用電線電纜(1000V以上)＊電線電纜用PVC塑膠粒",106/09/30,9
6A3Y009,華光電線電纜股份有限公司,台南市官田區南&#24269;里南&#24269;120號,06-5792629,06-5793380,086/02/05,"下列項目之生產：＊聚氯乙烯絕緣電力電纜＊聚氯乙烯絕緣電線＊高壓單芯交連PE電纜＊裸銅線＊600V交連PE電纜＊耐熱聚氯乙烯絕緣電線＊高壓交連PE風雨線＊交連聚乙烯電力電纜＊配電用變壓器＊聚氯乙烯絕緣花線",107/05/14,9
6A3Y012,鑫大統電線電纜股份有限公司,台南市仁德區太子里太子五街8號,06-2727768,06-2720098,090/10/12,"下列項目之生產：＊電源線及線組(電壓300V以下)＊PVC電線電纜(電壓1000V以下)",105/10/25,6
6A7Y002,順大電機股份有限公司,台南市新市區中山路2之1號,06-5997161,06-5993404,094/02/01,"下列項目之設計、生產：＊高低壓配電盤＊金屬閉鎖式配電盤＊馬達控制中心",106/01/31,4
6E5Y004,得新電子股份有限公司,台南市東區崇善15街12號,06-2680071,06-2680073,098/04/23,"下列項目之設計、生產：＊電子工業用之同軸電線連接器＊光纖連接器＊光纖跳接線＊光纖接頭",107/04/22,2
6E6Y001,台達電子工業股份有限公司台南分公司,台南市善化區環東路2段39號,06-5056565EXT6410,06-5051919,087/05/19,"下列項目之設計、生產、服務：＊不斷電電源供應系統＊太陽能逆變器",106/01/03,9
6F0Y002,臺鹽實業股份有限公司生技三廠,嘉義縣布袋鎮光復里六棟寮1號,05-3472001#213,05-3472124,089/07/17,"下列項目之生產：＊鹽產品＊清潔用品＊化妝品",107/09/22,9
6F8Y001,統一企業股份有限公司永康廠,台南市永康區鹽行里中正路301號,06-2536789-6368,06-2541833,085/08/05,"下列項目之設計、開發、生產：＊水產飼料＊寵物飼料＊麥片(飼料用)＊麵粉＊麵條＊食用油脂＊TMR反芻飼料＊速食麵＊殺菌軟袋 (料理包)＊休閒食品＊米粉下列項目之設計、開發、生產、服務：＊畜產飼料◎統一企業股份有限公司柳營芻料生技廠(73667台南市柳營區大農里工七路5號)",106/06/26,12
6F8Y004,大統益股份有限公司,台南市官田區二鎮里工業西路32號,06-6984500-9,06-6986449,086/02/04,"下列項目之生產：＊釀造用豆片＊精選黃豆＊黃豆粉＊(食用大豆油) 大豆沙拉油＊食用葵花籽油＊食用芥花油 (油菜籽油)＊食用軟質棕油",107/04/15,11
6FAY001,大成長城企業股份有限公司,台南市永康區蔦松里蔦松二街3號,06-2531111,06-2422455,085/08/15,"下列項目之生產：＊雞隻屠宰＊雞肉加工下列項目之設計、開發、生產、服務：＊畜產配合飼料＊水產配合飼料＊雞肉加工◎彰化廠(彰化縣伸港鄉溪底村興工路64號)◎雲林廠(雲林縣斗六市榴中里工業路115號)◎屏東廠(屏東縣枋寮鄉東海村精進路22號)◎大園肉品廠(桃園縣大園鄉三石村5鄰三塊石45-50號)◎柳營肉品廠(台南市柳營區柳營路1段491巷128弄11號)◎永康加工廠(台南市永康區永康工業區環工路87號)◎台南生技飼料廠(台南市柳營區工六路8號)下列項目之設計、開發、生產、服務：",106/05/02,10
6FAY002,台灣糖業股份有限公司新營副產加工廠(飼料工場),台南市柳營區人和里義士路5段690號A棟,06-6220142#335,06-6223059,095/08/25,"下列項目之生產、販賣：＊飼料",107/08/24,3
6FBY002,統一企業股份有限公司新市廠,台南市新市區大營里大營7號,06-5991511ext4025,06-5999216,085/09/11,"下列項目之設計、開發、生產：＊飲料(玻璃瓶裝)＊豆(米)漿飲料(紙盒)＊豆乳飲料(鋁箔包)＊布丁＊飲料(鋁箔包)＊豆(米)漿飲料(塑膠瓶)＊冰品＊乳製品＊飲料(塑膠瓶裝)＊冷凍(藏)調理食品＊肉製品下列項目之生產：＊麵包◎統一企業股份有限公司新營廠(台南市新營區興安里工業街83號)◎統一企業股份有限公司冰品廠(台南市永康區王行里經中路1號)◎統一企業股份有限公司麻豆廠(台南市麻豆區麻口里麻豆口1之30號)",106/08/25,9
6FDY001,台灣菸酒股份有限公司善化啤酒廠,台南市善化區成功路2號,06-5838511-390,06-5831284,086/07/21,"下列項目之設計、開發、生產：＊啤酒下列項目之生產：＊清潔劑",107/09/30,9
6M4Y003,台灣史丹利安防系統股份有限公司,嘉義市後湖里忠孝一街62號,05-2770017,05-2767392,084/08/03,"下列項目之設計、開發、生產：＊管形門鎖＊關門器＊圓柱型門鎖＊閂鎖＊輔助鎖＊把手鎖＊門用藝術鎖＊電子鎖",105/09/30,9
6M4Y023,大同鋁業股份有限公司嘉義廠,嘉義縣民雄鄉北斗村新生街12-1號,05-2133099,05-2210133,088/12/23,"下列項目之生產：＊鋁門窗＊鋁擠型下列項目之服務：＊粉體塗裝",106/11/10,7
6M4Y028,萬泰水塔股份有限公司,台南市佳里區建南里建南158號,06-7214462,06-7214473,092/02/27,"下列項目之生產：＊不?鋼水塔",107/05/17,5
6M4Y030,大同鋁業股份有限公司三協廠,嘉義縣民雄鄉興南村頭橋工業區工業三路2號,05-2131567,05-2131678,103/02/10,"下列項目之生產：＊鋁合金製窗＊鋁合金製門",106/02/09,0
6M7Y005,三太造機廠股份有限公司,嘉義縣民雄工業區成功三街3號,05-2133888,05-2131888,089/08/30,"下列項目之設計、生產、安裝、服務：＊離心式液體泵",107/09/22,6
6M8Y005,長榮鋼鐵股份有限公司新營廠,台南市鹽水區八德路66號,06-6520066,06-6520089,084/05/15,"下列項目之生產：＊大樓鋼構＊廠房鋼構＊組合型鋼＊橋樑鋼構",105/10/25,12
6M8Y010,元一實業股份有限公司,台南市仁德區二行里二仁路1段193號,06-2662511#80,06-2664233,085/01/20,"下列項目之生產：＊鋁擠型＊鋁合金門窗＊型鋁加工製品＊帷幕牆",106/03/12,9
6M8Y014,樺嶺企業股份有限公司,台南市鹽水區岸內里蔦松腳13之6號,06-6523166,06-6529592,086/03/04,"下列項目之生產：＊鋁擠型＊鋁合金製門窗",107/05/31,8
6M8Y018,廣翰實業股份有限公司,台南市永康區王行里永科環路303號,06-2333191,06-2333993,086/04/09,"下列項目之生產：＊鋁擠型＊鋁合金製窗＊鋁製品加工◎廣翰實業股份有限公司環工廠(台南市永康區王行里環工路66號)◎廣翰實業股份有限公司永科廠(台南市永康區王行里永科環路301、303號)",107/05/29,10
6M8Y020,中鋼焊材廠股份有限公司,台南市永康區環工路99及101號,06-2331003#151,06-2319084,085/12/02,"下列項目之設計、開發、生產：＊潛弧熔接用鋼線及熔劑＊電銲條＊不?鋼銲線＊包藥銲線＊軟鋼及高強度鋼金屬活性氣體電弧熔接用實心熔接鋼線◎中鋼焊材廠股份有限公司仁德廠(臺南市仁德區文華路2段358巷88號)",107/02/09,8
6M8Y022,振鍵產業股份有限公司水上廠,嘉義縣水上鄉大崙村162號,05-3716358,05-3716039,086/08/12,"下列項目之生產：＊工程用直縫銲接鋼管(水道用、基樁用、抽砂用、石化用)",107/09/22,10
6M8Y023,廣泰金屬工業股份有限公司官田廠,台南市官田區二鎮里官田工業區工業路20號,06-6987631,06-6991683,086/06/06,"下列項目之設計、開發、生產：＊包藥銲線(軟鋼、高強度鋼、不?鋼、低合金鋼、硬面耐磨用)＊無鍍銅實心銲線(MIG、TIG、SAW，軟鋼、高強度鋼、低合金鋼用)＊鍍銅實心銲線(MIG、TIG、SAW，軟鋼、高強度鋼、低合金鋼用)＊碳鋼、合金鋼、不?鋼、鎳基線＊不?鋼與鎳基實心銲線(MIG、TIG、SAW)＊硬面耐磨特殊銲材◎廣泰金屬工業股份有限公司高科分公司(高雄市路竹區路科三路8號)",107/08/10,11
6M8Y040,統一實業股份有限公司一廠(鍍製鋼片廠),臺南市永康區蔦松里中正北路837號,(06)2531131#820,(06)2536504,102/12/30,"下列項目之生產：＊馬口鐵皮＊TFS鐵皮",105/12/29,0
6M8Y041,統一實業股份有限公司二廠(底片總廠),臺南市永康區蔦松里和平路77號,(06)2531131#810,(06)2425637,102/12/30,"下列項目之生產：＊馬口鐵底片＊冷軋鋼板",105/12/29,0
6MAY007,鉅全工業股份有限公司,台南市仁德區後壁里中正路2段70號,06-2791815-57,06-2708267,085/07/09,"下列項目之生產：＊活塞",106/10/13,8
6MAY008,鑫榮機械工業股份有限公司,嘉義縣民雄鄉興南村工業三路3號,05-2211211,05-2218217,085/06/07,"下列項目之設計、開發、生產：＊煞車分泵＊煞車總泵＊離合器總泵＊工業用橡膠製品＊離合器分泵",106/09/01,9
6S1Y003,六輕汽車貨運股份有限公司,雲林縣麥寮鄉麥豐村表福路42號,05-6811023,05-6811029,096/12/04,"下列項目之服務：＊汽車貨運業務",105/12/03,3
6S3Y002,亞洲航空股份有限公司台南修護基地,71755台南市仁德區機場路1050號,06-2681911-464,06-2909730,089/04/14,"下列項目之設計：＊民用及軍用航空器改裝之設計及施工下列項目之服務：＊發動機維修＊螺旋槳維修＊無線電維修＊機體維修＊儀器維修＊乘客及飛航人員座椅特業修護＊附件維修＊非破壞性檢驗特業修護＊緊急救生裝備特業修護＊配件修造特業修護◎屏東飛機維修廠(屏東市勝利路330號)◎松山廠(台北市松山區民權東路四段121號)",107/07/26,7
6S4Y003,台灣電力股份有限公司雲林區營業處,雲林縣斗六市明德北路3段39號,05-5323927,05-5343851,089/05/19,"下列項目之服務：＊供售電服務",107/09/22,8
6S4Y004,台灣電力股份有限公司嘉義區營業處,嘉義市垂楊路223號1樓,05-2226711??2503,05-2250205,089/11/06,"下列項目之服務：＊供售電服務",107/09/22,7
6S4Y005,台灣電力股份有限公司新營區營業處,台南市新營區中正路200號,06-6335481-505,06-6335431,090/05/08,"下列項目之服務：＊供售電服務",105/10/31,7
